work_id	author	title	edition_file	other_editions	priority
grc.tlg0652.tlg001	Philostratus Minor	Εἰκόνες	tlg0652.tlg001.perseus-grc2.xml		2
grc.tlg0653.tlg001	Aratus Solensis	Φαινόμενα	tlg0653.tlg001.perseus-grc2.xml		2
grc.tlg0655.tlg001	Parthenius of Nicaea	Ἐρωτικὰ Παθήματα	tlg0655.tlg001.perseus-grc2.xml		2
grc.tlg0719.tlg001	Aretaeus of Cappadocia	Περὶ αἰτίων καὶ σημείων ὀξέων παθών	tlg0719.tlg001.perseus-grc2.xml		2
grc.tlg0719.tlg002	Aretaeus of Cappadocia	Περὶ αἰτίων καὶ σημείων χρονίων παθῶν	tlg0719.tlg002.perseus-grc2.xml		2
grc.tlg0719.tlg003	Aretaeus of Cappadocia	Ὀξέων νούσων θεραπευτικόν	tlg0719.tlg003.perseus-grc2.xml		2
grc.tlg0719.tlg004	Aretaeus of Cappadocia	Χρονίων νούσων θεραπευτικών	tlg0719.tlg004.perseus-grc2.xml		2
grc.tlg1216.tlg001	Barnabae Epistula	Βαρνάβα ἐπιστολή	tlg1216.tlg001.perseus-grc2.xml		2
grc.tlg1389.tlg001	Harpocration	Lexicon in decem oratores Atticos	tlg1389.tlg001.perseus-grc2.xml		3
grc.tlg1600.tlg001	Philostratus Sophista	Εἰκόνες	tlg1600.tlg001.perseus-grc2.xml		2
grc.tlg1799.tlg001	Euclid	Στοιχεῖα	tlg1799.tlg001.perseus-grc2.xml		2
grc.tlg2003.tlg001	Julian, Emperor of Rome	Ἐγκώμιον εἰς τὸν αὐτοκράτορα Κωνστάντιον	tlg2003.tlg001.perseus-grc2.xml		2
grc.tlg2003.tlg002	Julian, Emperor of Rome	Εὐσεβίας τῆς βασιλίδος ἐγκώμιον	tlg2003.tlg002.perseus-grc2.xml		2
grc.tlg2003.tlg003	Julian, Emperor of Rome	Περὶ τῶν τοῦ αὐτοκράτορος πράξεων ἢ περὶ βασιλείας	tlg2003.tlg003.perseus-grc2.xml		2
grc.tlg2003.tlg004	Julian, Emperor of Rome	Ἐπὶ τῇ ἐξόδῳ τοῦ ἀγαθωτάτου Σαλουστίου παραμυθητικὸς εἰς ἑαυτόν	tlg2003.tlg004.perseus-grc2.xml		2
grc.tlg2003.tlg005	Julian, Emperor of Rome	Ἀθηναίων τῇ βουλῇ καὶ τῷ δήμῳ	tlg2003.tlg005.perseus-grc2.xml		2
grc.tlg2003.tlg006	Julian, Emperor of Rome	Θεμιστίῳ φιλοσόφῳ	tlg2003.tlg006.perseus-grc2.xml		2
grc.tlg2003.tlg007	Julian, Emperor of Rome	Πρὸς Ἡράκλειον κυνικὸν περὶ τοῦ πῶς κυνιστέον καὶ εἰ πρέπει τῷ κυνὶ μύθους πλάττειν	tlg2003.tlg007.perseus-grc2.xml		2
grc.tlg2003.tlg008	Julian, Emperor of Rome	Εἰς τὴν μητέρα τῶν θεῶν	tlg2003.tlg008.perseus-grc2.xml		2
grc.tlg2003.tlg009	Julian, Emperor of Rome	Εἰς τοὺς ἀπαιδεύτους κύνας	tlg2003.tlg009.perseus-grc2.xml		2
grc.tlg2003.tlg010	Julian, Emperor of Rome	Συμπόσιον ἢ Κρόνια	tlg2003.tlg010.perseus-grc2.xml		2
grc.tlg2003.tlg011	Julian, Emperor of Rome	Εἰς τὸν βασιλέα Ἥλιον πρὸς Σαλούστιον	tlg2003.tlg011.perseus-grc2.xml		2
grc.tlg2003.tlg012	Julian, Emperor of Rome	Μισοπώγων	tlg2003.tlg012.perseus-grc2.xml		2
grc.tlg2003.tlg013	Julian, Emperor of Rome	Epistolae	tlg2003.tlg013.perseus-grc2.xml		2
grc.tlg2003.tlg017	Julian, Emperor of Rome	Contra Galilaeos	tlg2003.tlg017.perseus-grc2.xml		2
grc.tlg2018.tlg002	Eusebius of Caesarea	Ἐκκλησιαστικὴ ἱστορία	tlg2018.tlg002.perseus-grc2.xml		2
grc.tlg2040.tlg002	Basil, Saint, Bishop of Caesarea	Πρὸς τοὺς νέους, ὅπως ἂν ἐξ Ἑλληνικῶν ὠφελοῖντο λόγων	tlg2040.tlg002.perseus-grc2.xml		2
grc.tlg2040.tlg004	Basil, Saint, Bishop of Caesarea	Epistulae	tlg2040.tlg004.perseus-grc2.xml		2
grc.tlg2045.tlg001	Nonnus of Panopolis	Διονυσιακά	tlg2045.tlg001.perseus-grc2.xml		2
grc.tlg2046.tlg001	Quintus Smyrnaeus	τὰ μεθ᾿ Ὅμηρον	tlg2046.tlg001.perseus-grc2.xml		2
grc.tlg2934.tlg066	John of Damascus, Saint	Βαρλαάμ καί Ἰωάσαφ	tlg2934.tlg066.perseus-grc2.xml		2
grc.tlg3135.tlg001	Zonaras	Ἐπιτομὴ Ἱστοριῶν	tlg3135.tlg001.opp-grc3.xml		3
grc.tlg4029.tlg001	Procopius	Ὑπὲρ τῶν Πολέμων Λόγοι	tlg4029.tlg001.perseus-grc2.xml		2
grc.tlg4029.tlg002	Procopius	Ἀπόκρυφη Ἱστορία	tlg4029.tlg002.perseus-grc2.xml		2
grc.tlg4036.tlg023	Proclus	Chrestomathy	tlg4036.tlg023.cypria-grc1.xml		2
grc.tlg4081.tlg001	Colluthus of Lycopolis	Ἁρπαγὴ Ἑλένης	tlg4081.tlg001.perseus-grc2.xml		2
grc.tlg4091.tlg001	Callistratus	Ἐκφράσεις	tlg4091.tlg001.perseus-grc2.xml		2
grc.tlg7000.tlg001	Greek Anthology	Ἀνθολογία, Volume I	tlg7000.tlg001.perseus-grc7.xml	tlg7000.tlg001.perseus-grc10.xml|tlg7000.tlg001.perseus-grc6.xml|tlg7000.tlg001.perseus-grc8.xml|tlg7000.tlg001.perseus-grc9.xml	3
lat.phi0119.phi001	Plautus, Titus Maccius	Amphitruo	phi0119.phi001.perseus-lat2.xml		2
lat.phi0119.phi002	Plautus, Titus Maccius	Asinaria	phi0119.phi002.perseus-lat2.xml		2
lat.phi0119.phi003	Plautus, Titus Maccius	Aulularia	phi0119.phi003.perseus-lat2.xml		2
lat.phi0119.phi004	Plautus, Titus Maccius	Bacchides	phi0119.phi004.perseus-lat2.xml		2
lat.phi0119.phi005	Plautus, Titus Maccius	Captivi	phi0119.phi005.perseus-lat2.xml		2
lat.phi0119.phi006	Plautus, Titus Maccius	Casina	phi0119.phi006.perseus-lat2.xml		2
lat.phi0119.phi007	Plautus, Titus Maccius	Cistellaria	phi0119.phi007.perseus-lat2.xml		2
lat.phi0119.phi008	Plautus, Titus Maccius	Curculio	phi0119.phi008.perseus-lat2.xml		2
lat.phi0119.phi009	Plautus, Titus Maccius	Epidicus	phi0119.phi009.perseus-lat2.xml		2
lat.phi0119.phi010	Plautus, Titus Maccius	Menaechmi	phi0119.phi010.perseus-lat2.xml		2
lat.phi0119.phi011	Plautus, Titus Maccius	Mercator	phi0119.phi011.perseus-lat2.xml		2
lat.phi0119.phi012	Plautus, Titus Maccius	Miles Gloriosus	phi0119.phi012.perseus-lat2.xml		2
lat.phi0119.phi013	Plautus, Titus Maccius	Mostellaria	phi0119.phi013.perseus-lat2.xml		2
lat.phi0119.phi014	Plautus, Titus Maccius	Persa	phi0119.phi014.perseus-lat2.xml		2
lat.phi0119.phi015	Plautus, Titus Maccius	Poenulus	phi0119.phi015.perseus-lat2.xml		2
lat.phi0119.phi016	Plautus, Titus Maccius	Pseudolus	phi0119.phi016.perseus-lat2.xml		2
lat.phi0119.phi017	Plautus, Titus Maccius	Rudens	phi0119.phi017.perseus-lat2.xml		2
lat.phi0119.phi018	Plautus, Titus Maccius	Stichus	phi0119.phi018.perseus-lat2.xml		2
lat.phi0119.phi019	Plautus, Titus Maccius	Trinummus	phi0119.phi019.perseus-lat2.xml		2
lat.phi0119.phi020	Plautus, Titus Maccius	Truculentus	phi0119.phi020.perseus-lat2.xml		2
lat.phi0134.phi001	Terence	Andria	phi0134.phi001.perseus-lat2.xml		2
lat.phi0134.phi002	Terence	Heautontimorumenos	phi0134.phi002.perseus-lat2.xml		2
lat.phi0134.phi003	Terence	Eunuchus	phi0134.phi003.perseus-lat2.xml		2
lat.phi0134.phi004	Terence	Phormio	phi0134.phi004.perseus-lat2.xml		2
lat.phi0134.phi005	Terence	Hecyra	phi0134.phi005.perseus-lat2.xml		2
lat.phi0134.phi006	Terence	Adelphi	phi0134.phi006.perseus-lat2.xml		2
lat.phi0426.phi001	Pseudo-Caesar	De Bello Africo	phi0426.phi001.perseus-lat1.xml		2
lat.phi0428.phi001	Pseudo-Caesar	De Bello Alexandrino	phi0428.phi001.perseus-lat1.xml		2
lat.phi0430.phi001	Pseudo-Caesar	De Bello Hispaniensi	phi0430.phi001.perseus-lat1.xml		2
lat.phi0448.phi001	Julius Caesar	De Bello Gallico	phi0448.phi001.perseus-lat2.xml		2
lat.phi0448.phi002	Julius Caesar	De Bello Civili	phi0448.phi002.perseus-lat2.xml	phi0448.phi002.perseus-lat3.xml	2
lat.phi0472.phi001	Catullus, C. Valerius	Carmina	phi0472.phi001.perseus-lat2.xml		2
lat.phi0474.phi001	Cicero, Marcus Tullius	Pro P. Quinctio	phi0474.phi001.perseus-lat2.xml		2
lat.phi0474.phi002	Cicero, Marcus Tullius	Pro S. Roscio Amerino	phi0474.phi002.perseus-lat2.xml		2
lat.phi0474.phi003	Cicero, Marcus Tullius	Pro Q. Roscio Comoedo	phi0474.phi003.perseus-lat2.xml		2
lat.phi0474.phi004	Cicero, Marcus Tullius	Divinatio in Q. Caecilium	phi0474.phi004.perseus-lat2.xml		2
lat.phi0474.phi005	Cicero, Marcus Tullius	In C. Verrem	phi0474.phi005.perseus-lat2.xml		2
lat.phi0474.phi006	Cicero, Marcus Tullius	Pro M. Tullio	phi0474.phi006.perseus-lat2.xml		2
lat.phi0474.phi007	Cicero, Marcus Tullius	Pro Fonteio	phi0474.phi007.perseus-lat2.xml		2
lat.phi0474.phi008	Cicero, Marcus Tullius	Pro A. Caecina	phi0474.phi008.perseus-lat2.xml		2
lat.phi0474.phi009	Cicero, Marcus Tullius	De Imperio Cn. Pompei Ad Quirites	phi0474.phi009.perseus-lat2.xml		2
lat.phi0474.phi010	Cicero, Marcus Tullius	Pro A. Cluentio	phi0474.phi010.perseus-lat2.xml		2
lat.phi0474.phi011	Cicero, Marcus Tullius	De Lege Agraria	phi0474.phi011.perseus-lat2.xml		2
lat.phi0474.phi012	Cicero, Marcus Tullius	Pro Rabirio Perduellionis Reo Ad Quirites	phi0474.phi012.perseus-lat2.xml		2
lat.phi0474.phi013	Cicero, Marcus Tullius	In L. Catilinam	phi0474.phi013.perseus-lat2.xml		2
lat.phi0474.phi014	Cicero, Marcus Tullius	Pro L. Murena	phi0474.phi014.perseus-lat2.xml		2
lat.phi0474.phi015	Cicero, Marcus Tullius	Pro P. Sulla	phi0474.phi015.perseus-lat2.xml		2
lat.phi0474.phi016	Cicero, Marcus Tullius	Pro Archia Poeta	phi0474.phi016.perseus-lat2.xml		2
lat.phi0474.phi017	Cicero, Marcus Tullius	Pro L. Flacco	phi0474.phi017.perseus-lat2.xml		2
lat.phi0474.phi018	Cicero, Marcus Tullius	Cum populo gratias egit	phi0474.phi018.perseus-lat2.xml		2
lat.phi0474.phi019	Cicero, Marcus Tullius	Cum Senatui gratias egit	phi0474.phi019.perseus-lat2.xml		2
lat.phi0474.phi020	Cicero, Marcus Tullius	De domo sua ad pontifices	phi0474.phi020.perseus-lat2.xml		2
lat.phi0474.phi021	Cicero, Marcus Tullius	De haruspicum responso in P. Clodium	phi0474.phi021.perseus-lat2.xml		2
lat.phi0474.phi022	Cicero, Marcus Tullius	Pro P. Sestio	phi0474.phi022.perseus-lat2.xml		2
lat.phi0474.phi023	Cicero, Marcus Tullius	In P. Vatinium testem interrogatio	phi0474.phi023.perseus-lat2.xml		2
lat.phi0474.phi024	Cicero, Marcus Tullius	Pro M. Caelio	phi0474.phi024.perseus-lat2.xml		2
lat.phi0474.phi025	Cicero, Marcus Tullius	De provinciis consularibus	phi0474.phi025.perseus-lat2.xml		2
lat.phi0474.phi026	Cicero, Marcus Tullius	Pro L. Cornelio Balbo	phi0474.phi026.perseus-lat2.xml		2
lat.phi0474.phi027	Cicero, Marcus Tullius	In L. Calpurnium Pisonem	phi0474.phi027.perseus-lat2.xml		2
lat.phi0474.phi028	Cicero, Marcus Tullius	Pro Cn. Plancio	phi0474.phi028.perseus-lat2.xml		2
lat.phi0474.phi029	Cicero, Marcus Tullius	Pro M. Scauro	phi0474.phi029.perseus-lat2.xml		2
lat.phi0474.phi030	Cicero, Marcus Tullius	Pro C. Rabirio Postumo	phi0474.phi030.perseus-lat2.xml		2
lat.phi0474.phi031	Cicero, Marcus Tullius	Pro T. Annio Milone	phi0474.phi031.perseus-lat2.xml		2
lat.phi0474.phi032	Cicero, Marcus Tullius	Pro M. Marcello	phi0474.phi032.perseus-lat2.xml		2
lat.phi0474.phi033	Cicero, Marcus Tullius	Pro Q. Ligario	phi0474.phi033.perseus-lat2.xml		2
lat.phi0474.phi034	Cicero, Marcus Tullius	Pro Rege Deiotaro	phi0474.phi034.perseus-lat2.xml		2
lat.phi0474.phi035	Cicero, Marcus Tullius	Philippicae	phi0474.phi035.perseus-lat2.xml		2
lat.phi0474.phi036	Cicero, Marcus Tullius	De Inventione	phi0474.phi036.perseus-lat1.xml		2
lat.phi0474.phi037	Cicero, Marcus Tullius	De Oratore	phi0474.phi037.perseus-lat1.xml		2
lat.phi0474.phi038	Cicero, Marcus Tullius	Partitiones Oratoriae	phi0474.phi038.perseus-lat1.xml		2
lat.phi0474.phi039	Cicero, Marcus Tullius	Brutus	phi0474.phi039.perseus-lat1.xml		2
lat.phi0474.phi040	Cicero, Marcus Tullius	Orator	phi0474.phi040.perseus-lat1.xml		2
lat.phi0474.phi041	Cicero, Marcus Tullius	De Optimo Genere Oratorum	phi0474.phi041.perseus-lat1.xml		2
lat.phi0474.phi042	Cicero, Marcus Tullius	Topica	phi0474.phi042.perseus-lat1.xml		2
lat.phi0474.phi043	Cicero, Marcus Tullius	De Re Publica	phi0474.phi043.perseus-lat1.xml		2
lat.phi0474.phi045	Cicero, Marcus Tullius	Academicorum reliquiae cum Lucullo	phi0474.phi045.perseus-lat1.xml		2
lat.phi0474.phi046	Cicero, Marcus Tullius	Academicorum reliquiae cum Lucullo	phi0474.phi046.perseus-lat1.xml		2
lat.phi0474.phi047	Cicero, Marcus Tullius	Paradoxa Stoicorum	phi0474.phi047.perseus-lat1.xml		2
lat.phi0474.phi048	Cicero, Marcus Tullius	de Finibus Bonorum et Malorum	phi0474.phi048.perseus-lat1.xml		2
lat.phi0474.phi049	Cicero, Marcus Tullius	Tusculanae Disputationes	phi0474.phi049.perseus-lat1.xml		2
lat.phi0474.phi050	Cicero, Marcus Tullius	de Natura Deorum	phi0474.phi050.perseus-lat1.xml		2
lat.phi0474.phi051	Cicero, Marcus Tullius	De Senectute	phi0474.phi051.perseus-lat1.xml		2
lat.phi0474.phi052	Cicero, Marcus Tullius	De Amicitia	phi0474.phi052.perseus-lat2.xml		2
lat.phi0474.phi053	Cicero, Marcus Tullius	De Divinatione	phi0474.phi053.perseus-lat1.xml	phi0474.phi053.perseus-lat2.xml	2
lat.phi0474.phi054	Cicero, Marcus Tullius	De Fato	phi0474.phi054.perseus-lat1.xml		2
lat.phi0474.phi055	Cicero, Marcus Tullius	De Officiis	phi0474.phi055.perseus-lat1.xml		2
lat.phi0474.phi056	Cicero, Marcus Tullius	Epistulae ad Familiares	phi0474.phi056.perseus-lat1.xml		2
lat.phi0474.phi057	Cicero, Marcus Tullius	Epistulae Ad Atticum	phi0474.phi057.perseus-lat1.xml		2
lat.phi0474.phi058	Cicero, Marcus Tullius	Epistulae ad Quintum Fratrem	phi0474.phi058.perseus-lat1.xml		2
lat.phi0474.phi059	Cicero, Marcus Tullius	Epistulae ad M. Brutum	phi0474.phi059.perseus-lat1.xml		2
lat.phi0474.phi072	Cicero, Marcus Tullius	Timaeus	phi0474.phi072.perseus-lat1.xml		2
lat.phi0478.phi003	Quintus Tullius Cicero	Commentariolum Petitionis	phi0478.phi003.perseus-lat2.xml		2
lat.phi0550.phi001	Lucretius	De Rerum Natura	phi0550.phi001.perseus-lat1.xml		2
lat.phi0620.phi001	Propertius, Sextus	Elegiae	phi0620.phi001.perseus-lat3.xml		2
lat.phi0631.phi001	Sallust	Catilinae Coniuratio	phi0631.phi001.perseus-lat3.xml	phi0631.phi001.perseus-lat4.xml	2
lat.phi0631.phi002	Sallust	Bellum Iugurthinum	phi0631.phi002.perseus-lat3.xml	phi0631.phi002.perseus-lat4.xml	2
lat.phi0631.phi003	Sallust	Historiae	phi0631.phi003.perseus-lat2.xml		2
lat.phi0660.phi001	Tibullus	Elegiae	phi0660.phi001.perseus-lat2.xml		2
lat.phi0660.phi003	Tibullus	Carmina Omnia	phi0660.phi003.perseus-lat2.xml		2
lat.phi0690.phi001	P. Vergilius Maro (Virgil)	Eclogues	phi0690.phi001.perseus-lat2.xml		2
lat.phi0690.phi002	P. Vergilius Maro (Virgil)	Georgicon	phi0690.phi002.perseus-lat2.xml		2
lat.phi0690.phi003	P. Vergilius Maro (Virgil)	Aeneid	phi0690.phi003.perseus-lat2.xml		2
lat.phi0692.phi001		phi001	phi0692.phi001.perseus-lat1.xml		2
lat.phi0692.phi002		phi002	phi0692.phi002.perseus-lat1.xml		2
lat.phi0692.phi003		phi003	phi0692.phi003.perseus-lat1.xml		2
lat.phi0692.phi005		phi005	phi0692.phi005.perseus-lat1.xml		2
lat.phi0692.phi006		phi006	phi0692.phi006.perseus-lat1.xml		2
lat.phi0692.phi007		phi007	phi0692.phi007.perseus-lat1.xml		2
lat.phi0692.phi008		phi008	phi0692.phi008.perseus-lat1.xml		2
lat.phi0692.phi009		phi009	phi0692.phi009.perseus-lat1.xml		2
lat.phi0692.phi011		phi011	phi0692.phi011.perseus-lat1.xml		2
lat.phi0692.phi012		phi012	phi0692.phi012.perseus-lat1.xml		2
lat.phi0692.phi013		phi013	phi0692.phi013.perseus-lat1.xml		2
lat.phi0836.phi002	Celsus, Aulus Cornelius	De Medicina	phi0836.phi002.perseus-lat5.xml	phi0836.phi002.perseus-lat4.xml|phi0836.phi002.perseus-lat6.xml	2
lat.phi0845.phi002	Columella, Lucius Junius Moderatus	Res Rustica. Books I-IX	phi0845.phi002.perseus-lat3.xml		2
lat.phi0860.phi001	Curtius Rufus, Quintus	Historiarum Alexandri Magni, Historiarum Alexandri Magni Macedonis libri qui supersunt	phi0860.phi001.perseus-lat2.xml		2
lat.phi0893.phi001	Horace	Carmina	phi0893.phi001.perseus-lat2.xml		2
lat.phi0893.phi002	Horace	Carmen Saeculare	phi0893.phi002.perseus-lat2.xml		2
lat.phi0893.phi003	Horace	Epodon	phi0893.phi003.perseus-lat2.xml		2
lat.phi0893.phi004	Horace	Satyrarum libri	phi0893.phi004.perseus-lat2.xml		2
lat.phi0893.phi005	Horace	Epistulae	phi0893.phi005.perseus-lat2.xml		2
lat.phi0893.phi006	Horace	Ars Poetica	phi0893.phi006.perseus-lat2.xml		2
lat.phi0914.phi001	Titus Livius (Livy)	Ab urbe condita	phi0914.phi001.perseus-lat2.xml		2
lat.phi0914.phi0011	Titus Livius (Livy)	Ab Urbe Condita, books 1-2 - 1	phi0914.phi0011.perseus-lat2.xml	phi0914.phi0011.perseus-lat3.xml	2
lat.phi0914.phi00110	Titus Livius (Livy)	Ab Urbe Condita, books 8-10 - 10	phi0914.phi00110.perseus-lat3.xml	phi0914.phi00110.perseus-lat2.xml	2
lat.phi0914.phi0012	Titus Livius (Livy)	Ab Urbe Condita, books 1-2 - 2	phi0914.phi0012.perseus-lat2.xml	phi0914.phi0012.perseus-lat3.xml	2
lat.phi0914.phi00121	Titus Livius (Livy)	Ab Urbe Condita, books 21-22 - 21	phi0914.phi00121.perseus-lat1.xml	phi0914.phi00121.perseus-lat2.xml	2
lat.phi0914.phi00122	Titus Livius (Livy)	Ab Urbe Condita, books 21-22 - 22	phi0914.phi00122.perseus-lat1.xml	phi0914.phi00122.perseus-lat2.xml	2
lat.phi0914.phi00123	Titus Livius (Livy)	Ab Urbe Condita, books 23-25 - 23	phi0914.phi00123.perseus-lat3.xml	phi0914.phi00123.perseus-lat1.xml	2
lat.phi0914.phi00124	Titus Livius (Livy)	Ab Urbe Condita, books 23-25 - 24	phi0914.phi00124.perseus-lat3.xml	phi0914.phi00124.perseus-lat1.xml	2
lat.phi0914.phi00125	Titus Livius (Livy)	Ab Urbe Condita, books 23-25 - 25	phi0914.phi00125.perseus-lat3.xml	phi0914.phi00125.perseus-lat1.xml	2
lat.phi0914.phi00126	Titus Livius (Livy)	Ab Urbe Condita, books 26-27 - 26	phi0914.phi00126.perseus-lat2.xml	phi0914.phi00126.perseus-lat3.xml	2
lat.phi0914.phi00127	Titus Livius (Livy)	Ab Urbe Condita, books 26-27 - 27	phi0914.phi00127.perseus-lat2.xml	phi0914.phi00127.perseus-lat3.xml	2
lat.phi0914.phi00128	Titus Livius (Livy)	Ab Urbe Condita, books 28-30 - 28	phi0914.phi00128.perseus-lat3.xml	phi0914.phi00128.perseus-lat2.xml	2
lat.phi0914.phi00129	Titus Livius (Livy)	Ab Urbe Condita, books 28-30 - 29	phi0914.phi00129.perseus-lat3.xml	phi0914.phi00129.perseus-lat2.xml	2
lat.phi0914.phi0013	Titus Livius (Livy)	Ab Urbe Condita, books 3-4 - 3	phi0914.phi0013.perseus-lat3.xml	phi0914.phi0013.perseus-lat2.xml	2
lat.phi0914.phi00130	Titus Livius (Livy)	Ab Urbe Condita, books 28-30 - 30	phi0914.phi00130.perseus-lat3.xml	phi0914.phi00130.perseus-lat2.xml	2
lat.phi0914.phi00131	Titus Livius (Livy)	Ab urbe condita libri, erklärt von M. Weissenborn, books 31-32 - 31	phi0914.phi00131.perseus-lat1.xml		2
lat.phi0914.phi00132	Titus Livius (Livy)	Ab urbe condita libri, erklärt von M. Weissenborn, books 31-32 - 32	phi0914.phi00132.perseus-lat1.xml		2
lat.phi0914.phi00133	Titus Livius (Livy)	Ab urbe condita libri, erklärt von M. Weissenborn, books 33-34 - 33	phi0914.phi00133.perseus-lat1.xml		2
lat.phi0914.phi00134	Titus Livius (Livy)	Ab urbe condita libri, erklärt von M. Weissenborn, books 33-34 - 34	phi0914.phi00134.perseus-lat1.xml		2
lat.phi0914.phi00135	Titus Livius (Livy)	Ab urbe condita libri, erklärt von M. Weissenborn, books 35-38 - 35	phi0914.phi00135.perseus-lat1.xml		2
lat.phi0914.phi00136	Titus Livius (Livy)	Ab urbe condita libri, erklärt von M. Weissenborn, books 35-38 - 36	phi0914.phi00136.perseus-lat1.xml		2
lat.phi0914.phi00137	Titus Livius (Livy)	Ab urbe condita libri, erklärt von M. Weissenborn, books 35-38 - 37	phi0914.phi00137.perseus-lat1.xml		2
lat.phi0914.phi00138	Titus Livius (Livy)	Ab urbe condita libri, erklärt von M. Weissenborn, books 35-38 - 38	phi0914.phi00138.perseus-lat1.xml		2
lat.phi0914.phi00139	Titus Livius (Livy)	Ab urbe condita libri, erklärt von M. Weissenborn, books 39-40 - 39	phi0914.phi00139.perseus-lat1.xml		2
lat.phi0914.phi0014	Titus Livius (Livy)	Ab Urbe Condita, books 3-4 - 4	phi0914.phi0014.perseus-lat3.xml	phi0914.phi0014.perseus-lat2.xml	2
lat.phi0914.phi00140	Titus Livius (Livy)	Ab urbe condita libri, erklärt von M. Weissenborn, books 39-40 - 40	phi0914.phi00140.perseus-lat1.xml		2
lat.phi0914.phi00141	Titus Livius (Livy)	Ab urbe condita libri, erklärt von M. Weissenborn, books 41-42 - 41	phi0914.phi00141.perseus-lat1.xml		2
lat.phi0914.phi00142	Titus Livius (Livy)	Ab urbe condita libri, erklärt von M. Weissenborn, books 41-42 - 42	phi0914.phi00142.perseus-lat1.xml		2
lat.phi0914.phi00143	Titus Livius (Livy)	Ab Urbe Condita, books 43-45 - 43	phi0914.phi00143.perseus-lat3.xml	phi0914.phi00143.perseus-lat1.xml	2
lat.phi0914.phi00144	Titus Livius (Livy)	Ab Urbe Condita, books 43-45 - 44	phi0914.phi00144.perseus-lat3.xml	phi0914.phi00144.perseus-lat1.xml	2
lat.phi0914.phi00145	Titus Livius (Livy)	Ab Urbe Condita, books 43-45 - 45	phi0914.phi00145.perseus-lat3.xml	phi0914.phi00145.perseus-lat1.xml	2
lat.phi0914.phi0015	Titus Livius (Livy)	Ab Urbe Condita, books 5-7 - 5	phi0914.phi0015.perseus-lat3.xml	phi0914.phi0015.perseus-lat2.xml	2
lat.phi0914.phi0016	Titus Livius (Livy)	Ab urbe condita, books 6-10 - 6	phi0914.phi0016.perseus-lat3.xml		2
lat.phi0914.phi0017	Titus Livius (Livy)	Ab urbe condita, books 6-10 - 7	phi0914.phi0017.perseus-lat3.xml		2
lat.phi0914.phi0018	Titus Livius (Livy)	Ab Urbe Condita, books 8-10 - 8	phi0914.phi0018.perseus-lat3.xml	phi0914.phi0018.perseus-lat2.xml	2
lat.phi0914.phi0019	Titus Livius (Livy)	Ab Urbe Condita, books 8-10 - 9	phi0914.phi0019.perseus-lat3.xml	phi0914.phi0019.perseus-lat2.xml	2
lat.phi0917.phi001	Lucan	Pharsalia	phi0917.phi001.perseus-lat2.xml		2
lat.phi0959.phi001	Ovid	Amores	phi0959.phi001.perseus-lat2.xml		2
lat.phi0959.phi002	Ovid	Epistulae	phi0959.phi002.perseus-lat2.xml		2
lat.phi0959.phi003	Ovid	Medicamina faciei femineae	phi0959.phi003.perseus-lat2.xml		2
lat.phi0959.phi004	Ovid	Ars Amatoria	phi0959.phi004.perseus-lat2.xml		2
lat.phi0959.phi005	Ovid	Remedia Amoris	phi0959.phi005.perseus-lat2.xml		2
lat.phi0959.phi006	Ovid	Metamorphoses	phi0959.phi006.perseus-lat2.xml		2
lat.phi0959.phi007	Ovid	Fasti	phi0959.phi007.perseus-lat2.xml		2
lat.phi0959.phi008	Ovid	Tristia	phi0959.phi008.perseus-lat2.xml		2
lat.phi0959.phi009	Ovid	Ex Ponto	phi0959.phi009.perseus-lat2.xml		2
lat.phi0959.phi010	Ovid	Ibis	phi0959.phi010.perseus-lat2.xml		2
lat.phi0969.phi001	Persius	Saturae	phi0969.phi001.perseus-lat2.xml		2
lat.phi0972.phi001	Petronius Arbiter	Satyricon	phi0972.phi001.perseus-lat2.xml	phi0972.phi001.perseus-lat1.xml	2
lat.phi0975.phi001	Phaedrus	Fabulae Aesopiae	phi0975.phi001.perseus-lat2.xml		2
lat.phi0978.phi001	Pliny, the Elder	Naturalis Historia, C. Plini Secundi naturalis historiae libri XXXVII	phi0978.phi001.perseus-lat2.xml		2
lat.phi1002.phi001	Quintilian	Institutio Oratoria	phi1002.phi001.perseus-lat2.xml		2
lat.phi1014.phi001	Seneca the Elder	Controversiae	phi1014.phi001.perseus-lat1.xml		2
lat.phi1014.phi002	Seneca the Elder	Excerpta Controversiae	phi1014.phi002.perseus-lat1.xml		3
lat.phi1014.phi003	Seneca the Elder	Suasoriae	phi1014.phi003.perseus-lat1.xml		2
lat.phi1014.phi004	Seneca the Elder	Fragmenta	phi1014.phi004.perseus-lat1.xml		3
lat.phi1017.phi001	Seneca, Lucius Annaeus	Hercules	phi1017.phi001.perseus-lat2.xml		2
lat.phi1017.phi002	Seneca, Lucius Annaeus	Troades	phi1017.phi002.perseus-lat2.xml		2
lat.phi1017.phi003	Seneca, Lucius Annaeus	Phoenissae	phi1017.phi003.perseus-lat2.xml		2
lat.phi1017.phi004	Seneca, Lucius Annaeus	Medea	phi1017.phi004.perseus-lat2.xml		2
lat.phi1017.phi005	Seneca, Lucius Annaeus	Phaedra	phi1017.phi005.perseus-lat2.xml		2
lat.phi1017.phi006	Seneca, Lucius Annaeus	Oedipus	phi1017.phi006.perseus-lat2.xml		2
